Variable,Breakdown,Breakdown_category,Year,RD_Value,Status,Unit,Footnotes,Relative_Sampling_Error
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,03_Beverage and tobacco manufacturing,2020,2,,NZ Dollars (millions),3 and 12 and 15 and 28,73.9
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,03_Beverage and tobacco manufacturing,2021,1,,NZ Dollars (millions),3 and 12 and 15 and 28,67.1
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,03_Beverage and tobacco manufacturing,2022,1,,NZ Dollars (millions),3 and 12 and 15 and 28,54
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,"04_Textiles, clothing, footwear, and leather manufacturing",2016,C,,NZ Dollars (millions),3 and 12 and 15 and 28,C
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,"04_Textiles, clothing, footwear, and leather manufacturing",2018,C,,NZ Dollars (millions),3 and 12 and 15 and 28,C
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,"04_Textiles, clothing, footwear, and leather manufacturing",2019,C,,NZ Dollars (millions),3 and 12 and 15 and 28,C
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,"04_Textiles, clothing, footwear, and leather manufacturing",2020,C,,NZ Dollars (millions),3 and 12 and 15 and 28,C
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,"04_Textiles, clothing, footwear, and leather manufacturing",2021,C,,NZ Dollars (millions),3 and 12 and 15 and 28,C
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,"04_Textiles, clothing, footwear, and leather manufacturing",2022,0,,NZ Dollars (millions),3 and 12 and 15 and 28,71.2
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,"05_Petroleum, coal, chemical, and associated product",2016,12,,NZ Dollars (millions),12 and 15 and 28,60.2
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,"05_Petroleum, coal, chemical, and associated product",2018,C,,NZ Dollars (millions),12 and 15 and 28,C
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,"05_Petroleum, coal, chemical, and associated product",2019,C,,NZ Dollars (millions),12 and 15 and 28,C
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,"05_Petroleum, coal, chemical, and associated product",2020,14,,NZ Dollars (millions),12 and 15 and 28,39.4
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,"05_Petroleum, coal, chemical, and associated product",2021,C,,NZ Dollars (millions),12 and 15 and 28,C
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,"05_Petroleum, coal, chemical, and associated product",2022,6,,NZ Dollars (millions),12 and 15 and 28,21.9
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,06_Non-metallic mineral product manufacturing,2016,C,,NZ Dollars (millions),3 and 12 and 15 and 28,C
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,06_Non-metallic mineral product manufacturing,2018,C,,NZ Dollars (millions),3 and 12 and 15 and 28,C
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,06_Non-metallic mineral product manufacturing,2019,C,,NZ Dollars (millions),3 and 12 and 15 and 28,C
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,06_Non-metallic mineral product manufacturing,2020,..,,NZ Dollars (millions),3 and 12 and 15 and 28,..
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,06_Non-metallic mineral product manufacturing,2021,C,,NZ Dollars (millions),3 and 12 and 15 and 28,C
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,06_Non-metallic mineral product manufacturing,2022,0,,NZ Dollars (millions),3 and 12 and 15 and 28,32.9
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,07_Metal product manufacturing,2016,C,,NZ Dollars (millions),12 and 15 and 28,C
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,07_Metal product manufacturing,2018,1,,NZ Dollars (millions),12 and 15 and 28,79.9
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,07_Metal product manufacturing,2019,2,,NZ Dollars (millions),12 and 15 and 28,55.5
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,07_Metal product manufacturing,2020,2,,NZ Dollars (millions),12 and 15 and 28,84.8
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,07_Metal product manufacturing,2021,1,,NZ Dollars (millions),12 and 15 and 28,51.9
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,07_Metal product manufacturing,2022,3,,NZ Dollars (millions),12 and 15 and 28,72.9
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,08_Machinery and equipment manufacturing,2016,C,,NZ Dollars (millions),12 and 15 and 28,C
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,08_Machinery and equipment manufacturing,2018,10,,NZ Dollars (millions),12 and 15 and 28,38
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,08_Machinery and equipment manufacturing,2019,11,,NZ Dollars (millions),12 and 15 and 28,40.3
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,08_Machinery and equipment manufacturing,2020,12,,NZ Dollars (millions),12 and 15 and 28,54.2
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,08_Machinery and equipment manufacturing,2021,18,,NZ Dollars (millions),12 and 15 and 28,43.4
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,08_Machinery and equipment manufacturing,2022,17,,NZ Dollars (millions),12 and 15 and 28,50.2
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,09_Other manufacturing,2016,C,,NZ Dollars (millions),3 and 12 and 15 and 28,C
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,09_Other manufacturing,2018,C,,NZ Dollars (millions),12 and 15 and 28,C
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,09_Other manufacturing,2019,C,,NZ Dollars (millions),12 and 15 and 28,C
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,09_Other manufacturing,2020,C,,NZ Dollars (millions),12 and 15 and 28,C
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,09_Other manufacturing,2021,C,,NZ Dollars (millions),12 and 15 and 28,C
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,09_Other manufacturing,2022,8,,NZ Dollars (millions),12 and 15 and 28,132.8
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,10_Wholesale trade,2016,C,,NZ Dollars (millions),12 and 15 and 28,C
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,10_Wholesale trade,2018,50,,NZ Dollars (millions),12 and 15 and 28,87.4
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,10_Wholesale trade,2019,10,,NZ Dollars (millions),12 and 15 and 28,44.4
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,10_Wholesale trade,2020,6,,NZ Dollars (millions),12 and 15 and 28,51.9
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,10_Wholesale trade,2021,16,,NZ Dollars (millions),12 and 15 and 28,28.8
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,10_Wholesale trade,2022,19,,NZ Dollars (millions),12 and 15 and 28,47.2
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,11_Scientific research and technical services,2016,12,,NZ Dollars (millions),12 and 15 and 28,46.1
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,11_Scientific research and technical services,2018,C,,NZ Dollars (millions),12 and 15 and 28,C
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,11_Scientific research and technical services,2019,10,,NZ Dollars (millions),12 and 15 and 28,63.5
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,11_Scientific research and technical services,2020,60,,NZ Dollars (millions),12 and 15 and 28,100.5
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,11_Scientific research and technical services,2021,50,,NZ Dollars (millions),12 and 15 and 28,31.5
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,11_Scientific research and technical services,2022,65,,NZ Dollars (millions),12 and 15 and 28,30.4
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,12_Computer services,2016,26,,NZ Dollars (millions),12 and 15 and 28,135.1
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,12_Computer services,2018,6,,NZ Dollars (millions),12 and 15 and 28,88.1
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,12_Computer services,2019,19,,NZ Dollars (millions),12 and 15 and 28,84.1
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,12_Computer services,2020,20,,NZ Dollars (millions),12 and 15 and 28,28.5
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,12_Computer services,2021,12,,NZ Dollars (millions),12 and 15 and 28,30.6
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,12_Computer services,2022,11,,NZ Dollars (millions),12 and 15 and 28,30.7
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,13_Other services,2016,C,,NZ Dollars (millions),4 and 12 and 15 and 28,C
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,13_Other services,2018,C,,NZ Dollars (millions),4 and 12 and 15 and 28,C
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,13_Other services,2019,30,,NZ Dollars (millions),4 and 12 and 15 and 28,51.9
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,13_Other services,2020,26,,NZ Dollars (millions),4 and 12 and 15 and 28,51.5
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,13_Other services,2021,29,,NZ Dollars (millions),4 and 12 and 15 and 28,41.6
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,13_Other services,2022,26,,NZ Dollars (millions),4 and 12 and 15 and 28,41.9
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,14_Scientific research,2016,C,,NZ Dollars (millions),3 and 12 and 15 and 28,C
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,14_Scientific research,2018,C,,NZ Dollars (millions),3 and 12 and 15 and 28,C
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,14_Scientific research,2019,...,,NZ Dollars (millions),3 and 12 and 15 and 28,...
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,14_Scientific research,2020,154,R,NZ Dollars (millions),3 and 12 and 15 and 28,0
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,14_Scientific research,2021,...,,NZ Dollars (millions),3 and 12 and 15 and 28,...
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,14_Scientific research,2022,C,,NZ Dollars (millions),3 and 12 and 15 and 28,C
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,15_Other government research,2016,C,,NZ Dollars (millions),3 and 12 and 15 and 28,C
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,15_Other government research,2018,C,,NZ Dollars (millions),3 and 12 and 15 and 28,C
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,15_Other government research,2019,...,,NZ Dollars (millions),3 and 12 and 15 and 28,...
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,15_Other government research,2020,C,,NZ Dollars (millions),3 and 12 and 15 and 28,C
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,15_Other government research,2021,...,,NZ Dollars (millions),3 and 12 and 15 and 28,...
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,15_Other government research,2022,C,,NZ Dollars (millions),3 and 12 and 15 and 28,C
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,16_Higher Education,2016,23,,NZ Dollars (millions),3 and 12 and 15 and 28,0
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,16_Higher Education,2018,35,,NZ Dollars (millions),3 and 12 and 15 and 28,0
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,16_Higher Education,2019,...,,NZ Dollars (millions),3 and 12 and 15 and 28,...
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,16_Higher Education,2020,33,R,NZ Dollars (millions),3 and 12 and 15 and 28,0
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,16_Higher Education,2021,...,,NZ Dollars (millions),3 and 12 and 15 and 28,...
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Published_Industry,16_Higher Education,2022,C,P,NZ Dollars (millions),3 and 12 and 15 and 28,C
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Sector,01_Business Sector,2016,85,,NZ Dollars (millions),1 and 12 and 15 and 28,46.3
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Sector,01_Business Sector,2018,117,,NZ Dollars (millions),1 and 12 and 15 and 28,39.8
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Sector,01_Business Sector,2019,113,,NZ Dollars (millions),1 and 12 and 15 and 28,23.7
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Sector,01_Business Sector,2020,163,,NZ Dollars (millions),1 and 12 and 15 and 28,39.2
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Sector,01_Business Sector,2021,184,,NZ Dollars (millions),1 and 12 and 15 and 28,13.9
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Sector,01_Business Sector,2022,208,,NZ Dollars (millions),1 and 12 and 15 and 28,21.6
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Sector,02_Government Sector,2016,C,,NZ Dollars (millions),1 and 2 and 3 and 12 and 15 and 28,C
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Sector,02_Government Sector,2018,177,,NZ Dollars (millions),1 and 2 and 3 and 12 and 15 and 28,21.1
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Sector,02_Government Sector,2019,...,,NZ Dollars (millions),1 and 2 and 3 and 12 and 15 and 28,...
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Sector,02_Government Sector,2020,155,R,NZ Dollars (millions),1 and 2 and 3 and 12 and 15 and 28,0.7
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Sector,02_Government Sector,2021,...,,NZ Dollars (millions),1 and 2 and 3 and 12 and 15 and 28,...
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Sector,02_Government Sector,2022,C,,NZ Dollars (millions),1 and 2 and 3 and 12 and 15 and 28,C
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Sector,03_Higher Education Sector,2016,C,,NZ Dollars (millions),1 and 2 and 3 and 12 and 15 and 28,C
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Sector,03_Higher Education Sector,2018,35,,NZ Dollars (millions),1 and 2 and 3 and 12 and 15 and 28,0
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Sector,03_Higher Education Sector,2019,...,,NZ Dollars (millions),1 and 2 and 3 and 12 and 15 and 28,...
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Sector,03_Higher Education Sector,2020,33,R,NZ Dollars (millions),1 and 2 and 3 and 12 and 15 and 28,0
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Sector,03_Higher Education Sector,2021,...,,NZ Dollars (millions),1 and 2 and 3 and 12 and 15 and 28,...
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Sector,03_Higher Education Sector,2022,C,P,NZ Dollars (millions),1 and 2 and 3 and 12 and 15 and 28,C
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Size,01_Zero employees,2016,C,,NZ Dollars (millions),5 and 12 and 15 and 28,C
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Size,01_Zero employees,2018,37,,NZ Dollars (millions),5 and 12 and 15 and 28,95.4
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Size,01_Zero employees,2019,...,,NZ Dollars (millions),5 and 12 and 15 and 28,...
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Size,01_Zero employees,2020,59,,NZ Dollars (millions),5 and 12 and 15 and 28,100.9
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Size,01_Zero employees,2021,...,,NZ Dollars (millions),5 and 12 and 15 and 28,...
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Size,01_Zero employees,2022,19,P,NZ Dollars (millions),5 and 12 and 15 and 28,22.2
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Size,02_1 to 9 employees,2016,20,,NZ Dollars (millions),5 and 12 and 15 and 28,56.4
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Size,02_1 to 9 employees,2018,22,,NZ Dollars (millions),5 and 12 and 15 and 28,57.9
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Size,02_1 to 9 employees,2019,...,,NZ Dollars (millions),5 and 12 and 15 and 28,...
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Size,02_1 to 9 employees,2020,21,,NZ Dollars (millions),5 and 12 and 15 and 28,41.9
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Size,02_1 to 9 employees,2021,...,,NZ Dollars (millions),5 and 12 and 15 and 28,...
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Size,02_1 to 9 employees,2022,27,P,NZ Dollars (millions),5 and 12 and 15 and 28,51.1
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Size,03_10 to 19 employees,2016,14,,NZ Dollars (millions),5 and 12 and 15 and 28,75.8
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Size,03_10 to 19 employees,2018,C,,NZ Dollars (millions),5 and 12 and 15 and 28,C
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Size,03_10 to 19 employees,2019,...,,NZ Dollars (millions),5 and 12 and 15 and 28,...
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Size,03_10 to 19 employees,2020,11,,NZ Dollars (millions),5 and 12 and 15 and 28,37.8
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Size,03_10 to 19 employees,2021,...,,NZ Dollars (millions),5 and 12 and 15 and 28,...
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Size,03_10 to 19 employees,2022,39,P,NZ Dollars (millions),5 and 12 and 15 and 28,42.1
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Size,04_20 to 49 employees,2016,8,,NZ Dollars (millions),5 and 12 and 15 and 28,92.6
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Size,04_20 to 49 employees,2018,C,,NZ Dollars (millions),5 and 12 and 15 and 28,C
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Size,04_20 to 49 employees,2019,...,,NZ Dollars (millions),5 and 12 and 15 and 28,...
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Size,04_20 to 49 employees,2020,20,,NZ Dollars (millions),5 and 12 and 15 and 28,51.4
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Size,04_20 to 49 employees,2021,...,,NZ Dollars (millions),5 and 12 and 15 and 28,...
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Size,04_20 to 49 employees,2022,32,P,NZ Dollars (millions),5 and 12 and 15 and 28,39.1
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Size,05_50 to 99 employees,2016,C,,NZ Dollars (millions),5 and 12 and 15 and 28,C
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Size,05_50 to 99 employees,2018,C,,NZ Dollars (millions),5 and 12 and 15 and 28,C
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Size,05_50 to 99 employees,2019,...,,NZ Dollars (millions),5 and 12 and 15 and 28,...
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Size,05_50 to 99 employees,2020,23,,NZ Dollars (millions),5 and 12 and 15 and 28,39.6
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Size,05_50 to 99 employees,2021,...,,NZ Dollars (millions),5 and 12 and 15 and 28,...
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Size,05_50 to 99 employees,2022,31,P,NZ Dollars (millions),5 and 12 and 15 and 28,94.9
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Size,06_100 or more employees,2016,148,,NZ Dollars (millions),5 and 12 and 15 and 28,19.5
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Size,06_100 or more employees,2018,241,,NZ Dollars (millions),5 and 12 and 15 and 28,19.4
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Size,06_100 or more employees,2019,...,,NZ Dollars (millions),5 and 12 and 15 and 28,...
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Size,06_100 or more employees,2020,217,R,NZ Dollars (millions),5 and 12 and 15 and 28,5.4
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Size,06_100 or more employees,2021,...,,NZ Dollars (millions),5 and 12 and 15 and 28,...
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Size,06_100 or more employees,2022,240,P,NZ Dollars (millions),5 and 12 and 15 and 28,6.7
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Total,Total,2016,199,,NZ Dollars (millions),12 and 15 and 28,19.8
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Total,Total,2018,328,,NZ Dollars (millions),12 and 15 and 28,18.2
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Total,Total,2019,...,,NZ Dollars (millions),12 and 15 and 28,...
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Total,Total,2020,351,R,NZ Dollars (millions),12 and 15 and 28,18.2
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Total,Total,2021,...,,NZ Dollars (millions),12 and 15 and 28,...
_11ai_Purpose_of_research:_Primary:_Plant_production_and_plant_primary_products,Total,Total,2022,387,P,NZ Dollars (millions),12 and 15 and 28,11.9
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,"A_Agriculture, Forestry and Fishing",2016,77,,NZ Dollars (millions),12 and 15 and 28,25.4
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,"A_Agriculture, Forestry and Fishing",2018,70,,NZ Dollars (millions),12 and 15 and 28,65.9
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,"A_Agriculture, Forestry and Fishing",2019,...,,NZ Dollars (millions),12 and 15 and 28,...
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,"A_Agriculture, Forestry and Fishing",2020,74,,NZ Dollars (millions),12 and 15 and 28,38.2
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,"A_Agriculture, Forestry and Fishing",2021,...,,NZ Dollars (millions),12 and 15 and 28,...
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,"A_Agriculture, Forestry and Fishing",2022,C,P,NZ Dollars (millions),12 and 15 and 28,C
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,B_Mining,2016,..,,NZ Dollars (millions),3 and 12 and 15 and 28,..
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,B_Mining,2018,C,,NZ Dollars (millions),3 and 12 and 15 and 28,C
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,B_Mining,2019,...,,NZ Dollars (millions),3 and 12 and 15 and 28,...
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,B_Mining,2020,..,,NZ Dollars (millions),3 and 12 and 15 and 28,..
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,B_Mining,2021,...,,NZ Dollars (millions),3 and 12 and 15 and 28,...
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,B_Mining,2022,..,P,NZ Dollars (millions),3 and 12 and 15 and 28,..
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,C_Manufacturing,2016,41,,NZ Dollars (millions),12 and 15 and 28,14.1
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,C_Manufacturing,2018,51,,NZ Dollars (millions),12 and 15 and 28,32.9
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,C_Manufacturing,2019,...,,NZ Dollars (millions),12 and 15 and 28,...
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,C_Manufacturing,2020,46,,NZ Dollars (millions),12 and 15 and 28,23.6
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,C_Manufacturing,2021,...,,NZ Dollars (millions),12 and 15 and 28,...
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,C_Manufacturing,2022,53,P,NZ Dollars (millions),12 and 15 and 28,35.7
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,"D_Electricity, Gas, Water and Waste Services",2016,..,,NZ Dollars (millions),3 and 12 and 15 and 28,..
