Variable,Breakdown,Breakdown_category,Year,RD_Value,Status,Unit,Footnotes,Relative_Sampling_Error
_12a_Purpose_of_research:_Energy,Published_Industry,03_Beverage and tobacco manufacturing,2022,0,,NZ Dollars (millions),3 and 12 and 15 and 28,31.6
_12a_Purpose_of_research:_Energy,Published_Industry,"04_Textiles, clothing, footwear, and leather manufacturing",2016,C,,NZ Dollars (millions),3 and 12 and 15 and 28,C
_12a_Purpose_of_research:_Energy,Published_Industry,"04_Textiles, clothing, footwear, and leather manufacturing",2018,..,,NZ Dollars (millions),3 and 12 and 15 and 28,..
_12a_Purpose_of_research:_Energy,Published_Industry,"04_Textiles, clothing, footwear, and leather manufacturing",2019,C,,NZ Dollars (millions),3 and 12 and 15 and 28,C
_12a_Purpose_of_research:_Energy,Published_Industry,"04_Textiles, clothing, footwear, and leather manufacturing",2020,C,,NZ Dollars (millions),3 and 12 and 15 and 28,C
_12a_Purpose_of_research:_Energy,Published_Industry,"04_Textiles, clothing, footwear, and leather manufacturing",2021,C,,NZ Dollars (millions),3 and 12 and 15 and 28,C
_12a_Purpose_of_research:_Energy,Published_Industry,"04_Textiles, clothing, footwear, and leather manufacturing",2022,0,,NZ Dollars (millions),3 and 12 and 15 and 28,147.2
_12a_Purpose_of_research:_Energy,Published_Industry,"05_Petroleum, coal, chemical, and associated product",2016,3,,NZ Dollars (millions),12 and 15 and 28,48.7
_12a_Purpose_of_research:_Energy,Published_Industry,"05_Petroleum, coal, chemical, and associated product",2018,3,,NZ Dollars (millions),12 and 15 and 28,88.6
_12a_Purpose_of_research:_Energy,Published_Industry,"05_Petroleum, coal, chemical, and associated product",2019,3,,NZ Dollars (millions),12 and 15 and 28,69.3
_12a_Purpose_of_research:_Energy,Published_Industry,"05_Petroleum, coal, chemical, and associated product",2020,6,,NZ Dollars (millions),12 and 15 and 28,84
_12a_Purpose_of_research:_Energy,Published_Industry,"05_Petroleum, coal, chemical, and associated product",2021,2,,NZ Dollars (millions),12 and 15 and 28,73.2
_12a_Purpose_of_research:_Energy,Published_Industry,"05_Petroleum, coal, chemical, and associated product",2022,1,,NZ Dollars (millions),12 and 15 and 28,40.8
_12a_Purpose_of_research:_Energy,Published_Industry,06_Non-metallic mineral product manufacturing,2016,C,,NZ Dollars (millions),3 and 12 and 15 and 28,C
_12a_Purpose_of_research:_Energy,Published_Industry,06_Non-metallic mineral product manufacturing,2018,C,,NZ Dollars (millions),3 and 12 and 15 and 28,C
_12a_Purpose_of_research:_Energy,Published_Industry,06_Non-metallic mineral product manufacturing,2019,2,,NZ Dollars (millions),3 and 12 and 15 and 28,166.3
_12a_Purpose_of_research:_Energy,Published_Industry,06_Non-metallic mineral product manufacturing,2020,..,,NZ Dollars (millions),3 and 12 and 15 and 28,..
_12a_Purpose_of_research:_Energy,Published_Industry,06_Non-metallic mineral product manufacturing,2021,C,,NZ Dollars (millions),3 and 12 and 15 and 28,C
_12a_Purpose_of_research:_Energy,Published_Industry,06_Non-metallic mineral product manufacturing,2022,1,,NZ Dollars (millions),3 and 12 and 15 and 28,32.9
_12a_Purpose_of_research:_Energy,Published_Industry,07_Metal product manufacturing,2016,2,,NZ Dollars (millions),12 and 15 and 28,34.2
_12a_Purpose_of_research:_Energy,Published_Industry,07_Metal product manufacturing,2018,C,,NZ Dollars (millions),12 and 15 and 28,C
_12a_Purpose_of_research:_Energy,Published_Industry,07_Metal product manufacturing,2019,C,,NZ Dollars (millions),12 and 15 and 28,C
_12a_Purpose_of_research:_Energy,Published_Industry,07_Metal product manufacturing,2020,2,,NZ Dollars (millions),12 and 15 and 28,94.4
_12a_Purpose_of_research:_Energy,Published_Industry,07_Metal product manufacturing,2021,C,,NZ Dollars (millions),12 and 15 and 28,C
_12a_Purpose_of_research:_Energy,Published_Industry,07_Metal product manufacturing,2022,1,,NZ Dollars (millions),12 and 15 and 28,59.6
_12a_Purpose_of_research:_Energy,Published_Industry,08_Machinery and equipment manufacturing,2016,11,,NZ Dollars (millions),12 and 15 and 28,27.6
_12a_Purpose_of_research:_Energy,Published_Industry,08_Machinery and equipment manufacturing,2018,9,,NZ Dollars (millions),12 and 15 and 28,56.3
_12a_Purpose_of_research:_Energy,Published_Industry,08_Machinery and equipment manufacturing,2019,10,,NZ Dollars (millions),12 and 15 and 28,50.2
_12a_Purpose_of_research:_Energy,Published_Industry,08_Machinery and equipment manufacturing,2020,21,,NZ Dollars (millions),12 and 15 and 28,38
_12a_Purpose_of_research:_Energy,Published_Industry,08_Machinery and equipment manufacturing,2021,16,,NZ Dollars (millions),12 and 15 and 28,47.7
_12a_Purpose_of_research:_Energy,Published_Industry,08_Machinery and equipment manufacturing,2022,20,,NZ Dollars (millions),12 and 15 and 28,38.8
_12a_Purpose_of_research:_Energy,Published_Industry,09_Other manufacturing,2016,C,,NZ Dollars (millions),3 and 12 and 15 and 28,C
_12a_Purpose_of_research:_Energy,Published_Industry,09_Other manufacturing,2018,C,,NZ Dollars (millions),12 and 15 and 28,C
_12a_Purpose_of_research:_Energy,Published_Industry,09_Other manufacturing,2019,C,,NZ Dollars (millions),12 and 15 and 28,C
_12a_Purpose_of_research:_Energy,Published_Industry,09_Other manufacturing,2020,C,,NZ Dollars (millions),12 and 15 and 28,C
_12a_Purpose_of_research:_Energy,Published_Industry,09_Other manufacturing,2021,C,,NZ Dollars (millions),12 and 15 and 28,C
_12a_Purpose_of_research:_Energy,Published_Industry,09_Other manufacturing,2022,0,,NZ Dollars (millions),12 and 15 and 28,84
_12a_Purpose_of_research:_Energy,Published_Industry,10_Wholesale trade,2016,2,,NZ Dollars (millions),12 and 15 and 28,86
_12a_Purpose_of_research:_Energy,Published_Industry,10_Wholesale trade,2018,C,,NZ Dollars (millions),12 and 15 and 28,C
_12a_Purpose_of_research:_Energy,Published_Industry,10_Wholesale trade,2019,C,,NZ Dollars (millions),12 and 15 and 28,C
_12a_Purpose_of_research:_Energy,Published_Industry,10_Wholesale trade,2020,C,,NZ Dollars (millions),12 and 15 and 28,C
_12a_Purpose_of_research:_Energy,Published_Industry,10_Wholesale trade,2021,C,,NZ Dollars (millions),12 and 15 and 28,C
_12a_Purpose_of_research:_Energy,Published_Industry,10_Wholesale trade,2022,3,,NZ Dollars (millions),12 and 15 and 28,43.4
_12a_Purpose_of_research:_Energy,Published_Industry,11_Scientific research and technical services,2016,6,,NZ Dollars (millions),12 and 15 and 28,32.4
_12a_Purpose_of_research:_Energy,Published_Industry,11_Scientific research and technical services,2018,9,,NZ Dollars (millions),12 and 15 and 28,98.8
_12a_Purpose_of_research:_Energy,Published_Industry,11_Scientific research and technical services,2019,11,,NZ Dollars (millions),12 and 15 and 28,116
_12a_Purpose_of_research:_Energy,Published_Industry,11_Scientific research and technical services,2020,C,,NZ Dollars (millions),12 and 15 and 28,C
_12a_Purpose_of_research:_Energy,Published_Industry,11_Scientific research and technical services,2021,C,,NZ Dollars (millions),12 and 15 and 28,C
_12a_Purpose_of_research:_Energy,Published_Industry,11_Scientific research and technical services,2022,27,,NZ Dollars (millions),12 and 15 and 28,26
_12a_Purpose_of_research:_Energy,Published_Industry,12_Computer services,2016,4,,NZ Dollars (millions),12 and 15 and 28,54.7
_12a_Purpose_of_research:_Energy,Published_Industry,12_Computer services,2018,7,,NZ Dollars (millions),12 and 15 and 28,60.4
_12a_Purpose_of_research:_Energy,Published_Industry,12_Computer services,2019,31,,NZ Dollars (millions),12 and 15 and 28,72.8
_12a_Purpose_of_research:_Energy,Published_Industry,12_Computer services,2020,C,,NZ Dollars (millions),12 and 15 and 28,C
_12a_Purpose_of_research:_Energy,Published_Industry,12_Computer services,2021,C,,NZ Dollars (millions),12 and 15 and 28,C
_12a_Purpose_of_research:_Energy,Published_Industry,12_Computer services,2022,12,,NZ Dollars (millions),12 and 15 and 28,42.9
_12a_Purpose_of_research:_Energy,Published_Industry,13_Other services,2016,8,,NZ Dollars (millions),4 and 12 and 15 and 28,72.3
_12a_Purpose_of_research:_Energy,Published_Industry,13_Other services,2018,13,,NZ Dollars (millions),4 and 12 and 15 and 28,49.2
_12a_Purpose_of_research:_Energy,Published_Industry,13_Other services,2019,14,,NZ Dollars (millions),4 and 12 and 15 and 28,59.6
_12a_Purpose_of_research:_Energy,Published_Industry,13_Other services,2020,26,,NZ Dollars (millions),4 and 12 and 15 and 28,57.9
_12a_Purpose_of_research:_Energy,Published_Industry,13_Other services,2021,35,,NZ Dollars (millions),4 and 12 and 15 and 28,53.7
_12a_Purpose_of_research:_Energy,Published_Industry,13_Other services,2022,56,,NZ Dollars (millions),4 and 12 and 15 and 28,56
_12a_Purpose_of_research:_Energy,Published_Industry,14_Scientific research,2016,C,,NZ Dollars (millions),3 and 12 and 15 and 28,C
_12a_Purpose_of_research:_Energy,Published_Industry,14_Scientific research,2018,C,,NZ Dollars (millions),3 and 12 and 15 and 28,C
_12a_Purpose_of_research:_Energy,Published_Industry,14_Scientific research,2019,...,,NZ Dollars (millions),3 and 12 and 15 and 28,...
_12a_Purpose_of_research:_Energy,Published_Industry,14_Scientific research,2020,C,R,NZ Dollars (millions),3 and 12 and 15 and 28,C
_12a_Purpose_of_research:_Energy,Published_Industry,14_Scientific research,2021,...,,NZ Dollars (millions),3 and 12 and 15 and 28,...
_12a_Purpose_of_research:_Energy,Published_Industry,14_Scientific research,2022,37,,NZ Dollars (millions),3 and 12 and 15 and 28,0
_12a_Purpose_of_research:_Energy,Published_Industry,15_Other government research,2016,C,,NZ Dollars (millions),3 and 12 and 15 and 28,C
_12a_Purpose_of_research:_Energy,Published_Industry,15_Other government research,2018,C,,NZ Dollars (millions),3 and 12 and 15 and 28,C
_12a_Purpose_of_research:_Energy,Published_Industry,15_Other government research,2019,...,,NZ Dollars (millions),3 and 12 and 15 and 28,...
_12a_Purpose_of_research:_Energy,Published_Industry,15_Other government research,2020,C,,NZ Dollars (millions),3 and 12 and 15 and 28,C
_12a_Purpose_of_research:_Energy,Published_Industry,15_Other government research,2021,...,,NZ Dollars (millions),3 and 12 and 15 and 28,...
_12a_Purpose_of_research:_Energy,Published_Industry,15_Other government research,2022,0,,NZ Dollars (millions),3 and 12 and 15 and 28,4.1
_12a_Purpose_of_research:_Energy,Published_Industry,16_Higher Education,2016,26,,NZ Dollars (millions),3 and 12 and 15 and 28,0
_12a_Purpose_of_research:_Energy,Published_Industry,16_Higher Education,2018,31,,NZ Dollars (millions),3 and 12 and 15 and 28,0
_12a_Purpose_of_research:_Energy,Published_Industry,16_Higher Education,2019,...,,NZ Dollars (millions),3 and 12 and 15 and 28,...
_12a_Purpose_of_research:_Energy,Published_Industry,16_Higher Education,2020,23,R,NZ Dollars (millions),3 and 12 and 15 and 28,0
_12a_Purpose_of_research:_Energy,Published_Industry,16_Higher Education,2021,...,,NZ Dollars (millions),3 and 12 and 15 and 28,...
_12a_Purpose_of_research:_Energy,Published_Industry,16_Higher Education,2022,27,P,NZ Dollars (millions),3 and 12 and 15 and 28,0
_12a_Purpose_of_research:_Energy,Sector,01_Business Sector,2016,37,,NZ Dollars (millions),1 and 12 and 15 and 28,23.1
_12a_Purpose_of_research:_Energy,Sector,01_Business Sector,2018,50,,NZ Dollars (millions),1 and 12 and 15 and 28,33
_12a_Purpose_of_research:_Energy,Sector,01_Business Sector,2019,79,,NZ Dollars (millions),1 and 12 and 15 and 28,37.1
_12a_Purpose_of_research:_Energy,Sector,01_Business Sector,2020,83,,NZ Dollars (millions),1 and 12 and 15 and 28,33.8
_12a_Purpose_of_research:_Energy,Sector,01_Business Sector,2021,86,,NZ Dollars (millions),1 and 12 and 15 and 28,25.2
_12a_Purpose_of_research:_Energy,Sector,01_Business Sector,2022,121,,NZ Dollars (millions),1 and 12 and 15 and 28,27.7
_12a_Purpose_of_research:_Energy,Sector,02_Government Sector,2016,31,,NZ Dollars (millions),1 and 2 and 3 and 12 and 15 and 28,0
_12a_Purpose_of_research:_Energy,Sector,02_Government Sector,2018,28,,NZ Dollars (millions),1 and 2 and 3 and 12 and 15 and 28,21.7
_12a_Purpose_of_research:_Energy,Sector,02_Government Sector,2019,...,,NZ Dollars (millions),1 and 2 and 3 and 12 and 15 and 28,...
_12a_Purpose_of_research:_Energy,Sector,02_Government Sector,2020,24,R,NZ Dollars (millions),1 and 2 and 3 and 12 and 15 and 28,1.9
_12a_Purpose_of_research:_Energy,Sector,02_Government Sector,2021,...,,NZ Dollars (millions),1 and 2 and 3 and 12 and 15 and 28,...
_12a_Purpose_of_research:_Energy,Sector,02_Government Sector,2022,37,,NZ Dollars (millions),1 and 2 and 3 and 12 and 15 and 28,0
_12a_Purpose_of_research:_Energy,Sector,03_Higher Education Sector,2016,26,,NZ Dollars (millions),1 and 2 and 3 and 12 and 15 and 28,0
_12a_Purpose_of_research:_Energy,Sector,03_Higher Education Sector,2018,31,,NZ Dollars (millions),1 and 2 and 3 and 12 and 15 and 28,0
_12a_Purpose_of_research:_Energy,Sector,03_Higher Education Sector,2019,...,,NZ Dollars (millions),1 and 2 and 3 and 12 and 15 and 28,...
_12a_Purpose_of_research:_Energy,Sector,03_Higher Education Sector,2020,23,R,NZ Dollars (millions),1 and 2 and 3 and 12 and 15 and 28,0
_12a_Purpose_of_research:_Energy,Sector,03_Higher Education Sector,2021,...,,NZ Dollars (millions),1 and 2 and 3 and 12 and 15 and 28,...
_12a_Purpose_of_research:_Energy,Sector,03_Higher Education Sector,2022,27,P,NZ Dollars (millions),1 and 2 and 3 and 12 and 15 and 28,0
_12a_Purpose_of_research:_Energy,Size,01_Zero employees,2016,C,,NZ Dollars (millions),5 and 12 and 15 and 28,C
_12a_Purpose_of_research:_Energy,Size,01_Zero employees,2018,C,,NZ Dollars (millions),5 and 12 and 15 and 28,C
_12a_Purpose_of_research:_Energy,Size,01_Zero employees,2019,...,,NZ Dollars (millions),5 and 12 and 15 and 28,...
_12a_Purpose_of_research:_Energy,Size,01_Zero employees,2020,1,,NZ Dollars (millions),5 and 12 and 15 and 28,69.5
_12a_Purpose_of_research:_Energy,Size,01_Zero employees,2021,...,,NZ Dollars (millions),5 and 12 and 15 and 28,...
_12a_Purpose_of_research:_Energy,Size,01_Zero employees,2022,C,P,NZ Dollars (millions),5 and 12 and 15 and 28,C
_12a_Purpose_of_research:_Energy,Size,02_1 to 9 employees,2016,5,,NZ Dollars (millions),5 and 12 and 15 and 28,50
_12a_Purpose_of_research:_Energy,Size,02_1 to 9 employees,2018,7,,NZ Dollars (millions),5 and 12 and 15 and 28,42.7
_12a_Purpose_of_research:_Energy,Size,02_1 to 9 employees,2019,...,,NZ Dollars (millions),5 and 12 and 15 and 28,...
_12a_Purpose_of_research:_Energy,Size,02_1 to 9 employees,2020,6,,NZ Dollars (millions),5 and 12 and 15 and 28,37.5
_12a_Purpose_of_research:_Energy,Size,02_1 to 9 employees,2021,...,,NZ Dollars (millions),5 and 12 and 15 and 28,...
_12a_Purpose_of_research:_Energy,Size,02_1 to 9 employees,2022,14,P,NZ Dollars (millions),5 and 12 and 15 and 28,34.8
_12a_Purpose_of_research:_Energy,Size,03_10 to 19 employees,2016,6,,NZ Dollars (millions),5 and 12 and 15 and 28,41.3
_12a_Purpose_of_research:_Energy,Size,03_10 to 19 employees,2018,13,,NZ Dollars (millions),5 and 12 and 15 and 28,83.5
_12a_Purpose_of_research:_Energy,Size,03_10 to 19 employees,2019,...,,NZ Dollars (millions),5 and 12 and 15 and 28,...
_12a_Purpose_of_research:_Energy,Size,03_10 to 19 employees,2020,8,,NZ Dollars (millions),5 and 12 and 15 and 28,39.5
_12a_Purpose_of_research:_Energy,Size,03_10 to 19 employees,2021,...,,NZ Dollars (millions),5 and 12 and 15 and 28,...
_12a_Purpose_of_research:_Energy,Size,03_10 to 19 employees,2022,15,P,NZ Dollars (millions),5 and 12 and 15 and 28,42.4
_12a_Purpose_of_research:_Energy,Size,04_20 to 49 employees,2016,7,,NZ Dollars (millions),5 and 12 and 15 and 28,17.7
_12a_Purpose_of_research:_Energy,Size,04_20 to 49 employees,2018,8,,NZ Dollars (millions),5 and 12 and 15 and 28,116.8
_12a_Purpose_of_research:_Energy,Size,04_20 to 49 employees,2019,...,,NZ Dollars (millions),5 and 12 and 15 and 28,...
_12a_Purpose_of_research:_Energy,Size,04_20 to 49 employees,2020,17,,NZ Dollars (millions),5 and 12 and 15 and 28,42.3
_12a_Purpose_of_research:_Energy,Size,04_20 to 49 employees,2021,...,,NZ Dollars (millions),5 and 12 and 15 and 28,...
_12a_Purpose_of_research:_Energy,Size,04_20 to 49 employees,2022,8,P,NZ Dollars (millions),5 and 12 and 15 and 28,43.6
_12a_Purpose_of_research:_Energy,Size,05_50 to 99 employees,2016,C,,NZ Dollars (millions),5 and 12 and 15 and 28,C
_12a_Purpose_of_research:_Energy,Size,05_50 to 99 employees,2018,C,,NZ Dollars (millions),5 and 12 and 15 and 28,C
_12a_Purpose_of_research:_Energy,Size,05_50 to 99 employees,2019,...,,NZ Dollars (millions),5 and 12 and 15 and 28,...
_12a_Purpose_of_research:_Energy,Size,05_50 to 99 employees,2020,23,,NZ Dollars (millions),5 and 12 and 15 and 28,89.8
_12a_Purpose_of_research:_Energy,Size,05_50 to 99 employees,2021,...,,NZ Dollars (millions),5 and 12 and 15 and 28,...
_12a_Purpose_of_research:_Energy,Size,05_50 to 99 employees,2022,C,P,NZ Dollars (millions),5 and 12 and 15 and 28,C
_12a_Purpose_of_research:_Energy,Size,06_100 or more employees,2016,73,,NZ Dollars (millions),5 and 12 and 15 and 28,7.4
_12a_Purpose_of_research:_Energy,Size,06_100 or more employees,2018,74,,NZ Dollars (millions),5 and 12 and 15 and 28,11.8
_12a_Purpose_of_research:_Energy,Size,06_100 or more employees,2019,...,,NZ Dollars (millions),5 and 12 and 15 and 28,...
_12a_Purpose_of_research:_Energy,Size,06_100 or more employees,2020,74,R,NZ Dollars (millions),5 and 12 and 15 and 28,16.1
_12a_Purpose_of_research:_Energy,Size,06_100 or more employees,2021,...,,NZ Dollars (millions),5 and 12 and 15 and 28,...
_12a_Purpose_of_research:_Energy,Size,06_100 or more employees,2022,122,P,NZ Dollars (millions),5 and 12 and 15 and 28,23.5
_12a_Purpose_of_research:_Energy,Total,Total,2016,95,,NZ Dollars (millions),12 and 15 and 28,9.1
_12a_Purpose_of_research:_Energy,Total,Total,2018,108,,NZ Dollars (millions),12 and 15 and 28,16.1
_12a_Purpose_of_research:_Energy,Total,Total,2019,...,,NZ Dollars (millions),12 and 15 and 28,...
_12a_Purpose_of_research:_Energy,Total,Total,2020,129,R,NZ Dollars (millions),12 and 15 and 28,21.7
_12a_Purpose_of_research:_Energy,Total,Total,2021,...,,NZ Dollars (millions),12 and 15 and 28,...
_12a_Purpose_of_research:_Energy,Total,Total,2022,186,P,NZ Dollars (millions),12 and 15 and 28,18.1
_12b_Purpose_of_research:_Manufacturing,ANZSIC_1_Digit,"A_Agriculture, Forestry and Fishing",2016,C,,NZ Dollars (millions),12 and 15 and 28,C
_12b_Purpose_of_research:_Manufacturing,ANZSIC_1_Digit,"A_Agriculture, Forestry and Fishing",2018,C,,NZ Dollars (millions),12 and 15 and 28,C
_12b_Purpose_of_research:_Manufacturing,ANZSIC_1_Digit,"A_Agriculture, Forestry and Fishing",2019,...,,NZ Dollars (millions),12 and 15 and 28,...
_12b_Purpose_of_research:_Manufacturing,ANZSIC_1_Digit,"A_Agriculture, Forestry and Fishing",2020,3,,NZ Dollars (millions),12 and 15 and 28,120.8
_12b_Purpose_of_research:_Manufacturing,ANZSIC_1_Digit,"A_Agriculture, Forestry and Fishing",2021,...,,NZ Dollars (millions),12 and 15 and 28,...
_12b_Purpose_of_research:_Manufacturing,ANZSIC_1_Digit,"A_Agriculture, Forestry and Fishing",2022,3,P,NZ Dollars (millions),12 and 15 and 28,82
_12b_Purpose_of_research:_Manufacturing,ANZSIC_1_Digit,B_Mining,2016,..,,NZ Dollars (millions),3 and 12 and 15 and 28,..
_12b_Purpose_of_research:_Manufacturing,ANZSIC_1_Digit,B_Mining,2018,4,,NZ Dollars (millions),3 and 12 and 15 and 28,210.1
_12b_Purpose_of_research:_Manufacturing,ANZSIC_1_Digit,B_Mining,2019,...,,NZ Dollars (millions),3 and 12 and 15 and 28,...
_12b_Purpose_of_research:_Manufacturing,ANZSIC_1_Digit,B_Mining,2020,C,,NZ Dollars (millions),3 and 12 and 15 and 28,C
_12b_Purpose_of_research:_Manufacturing,ANZSIC_1_Digit,B_Mining,2021,...,,NZ Dollars (millions),3 and 12 and 15 and 28,...
_12b_Purpose_of_research:_Manufacturing,ANZSIC_1_Digit,B_Mining,2022,3,P,NZ Dollars (millions),3 and 12 and 15 and 28,93.2
_12b_Purpose_of_research:_Manufacturing,ANZSIC_1_Digit,C_Manufacturing,2016,407,,NZ Dollars (millions),12 and 15 and 28,12.4
_12b_Purpose_of_research:_Manufacturing,ANZSIC_1_Digit,C_Manufacturing,2018,314,,NZ Dollars (millions),12 and 15 and 28,14.2
_12b_Purpose_of_research:_Manufacturing,ANZSIC_1_Digit,C_Manufacturing,2019,...,,NZ Dollars (millions),12 and 15 and 28,...
_12b_Purpose_of_research:_Manufacturing,ANZSIC_1_Digit,C_Manufacturing,2020,388,,NZ Dollars (millions),12 and 15 and 28,11.2
_12b_Purpose_of_research:_Manufacturing,ANZSIC_1_Digit,C_Manufacturing,2021,...,,NZ Dollars (millions),12 and 15 and 28,...
_12b_Purpose_of_research:_Manufacturing,ANZSIC_1_Digit,C_Manufacturing,2022,313,P,NZ Dollars (millions),12 and 15 and 28,9.7
_12b_Purpose_of_research:_Manufacturing,ANZSIC_1_Digit,"D_Electricity, Gas, Water and Waste Services",2016,..,,NZ Dollars (millions),3 and 12 and 15 and 28,..
_12b_Purpose_of_research:_Manufacturing,ANZSIC_1_Digit,"D_Electricity, Gas, Water and Waste Services",2018,..,,NZ Dollars (millions),3 and 12 and 15 and 28,..
_12b_Purpose_of_research:_Manufacturing,ANZSIC_1_Digit,"D_Electricity, Gas, Water and Waste Services",2019,...,,NZ Dollars (millions),3 and 12 and 15 and 28,...
_12b_Purpose_of_research:_Manufacturing,ANZSIC_1_Digit,"D_Electricity, Gas, Water and Waste Services",2020,6,,NZ Dollars (millions),3 and 12 and 15 and 28,100.9
_12b_Purpose_of_research:_Manufacturing,ANZSIC_1_Digit,"D_Electricity, Gas, Water and Waste Services",2021,...,,NZ Dollars (millions),3 and 12 and 15 and 28,...
_12b_Purpose_of_research:_Manufacturing,ANZSIC_1_Digit,"D_Electricity, Gas, Water and Waste Services",2022,1,P,NZ Dollars (millions),3 and 12 and 15 and 28,146.3
_12b_Purpose_of_research:_Manufacturing,ANZSIC_1_Digit,E_Construction,2016,C,,NZ Dollars (millions),12 and 15 and 28,C
_12b_Purpose_of_research:_Manufacturing,ANZSIC_1_Digit,E_Construction,2018,C,,NZ Dollars (millions),12 and 15 and 28,C
_12b_Purpose_of_research:_Manufacturing,ANZSIC_1_Digit,E_Construction,2019,...,,NZ Dollars (millions),12 and 15 and 28,...
_12b_Purpose_of_research:_Manufacturing,ANZSIC_1_Digit,E_Construction,2020,2,,NZ Dollars (millions),12 and 15 and 28,95.7
_12b_Purpose_of_research:_Manufacturing,ANZSIC_1_Digit,E_Construction,2021,...,,NZ Dollars (millions),12 and 15 and 28,...
_12b_Purpose_of_research:_Manufacturing,ANZSIC_1_Digit,E_Construction,2022,3,P,NZ Dollars (millions),12 and 15 and 28,96.9
_12b_Purpose_of_research:_Manufacturing,ANZSIC_1_Digit,F_Wholesale Trade,2016,34,,NZ Dollars (millions),12 and 15 and 28,27.5
_12b_Purpose_of_research:_Manufacturing,ANZSIC_1_Digit,F_Wholesale Trade,2018,46,,NZ Dollars (millions),12 and 15 and 28,56.7
_12b_Purpose_of_research:_Manufacturing,ANZSIC_1_Digit,F_Wholesale Trade,2019,...,,NZ Dollars (millions),12 and 15 and 28,...
_12b_Purpose_of_research:_Manufacturing,ANZSIC_1_Digit,F_Wholesale Trade,2020,40,,NZ Dollars (millions),12 and 15 and 28,40.2
_12b_Purpose_of_research:_Manufacturing,ANZSIC_1_Digit,F_Wholesale Trade,2021,...,,NZ Dollars (millions),12 and 15 and 28,...
_12b_Purpose_of_research:_Manufacturing,ANZSIC_1_Digit,F_Wholesale Trade,2022,69,P,NZ Dollars (millions),12 and 15 and 28,19
_12b_Purpose_of_research:_Manufacturing,ANZSIC_1_Digit,J_Information Media and Telecommunications,2016,C,,NZ Dollars (millions),3 and 12 and 15 and 28,C
_12b_Purpose_of_research:_Manufacturing,ANZSIC_1_Digit,J_Information Media and Telecommunications,2018,C,,NZ Dollars (millions),12 and 15 and 28,C
_12b_Purpose_of_research:_Manufacturing,ANZSIC_1_Digit,J_Information Media and Telecommunications,2019,...,,NZ Dollars (millions),12 and 15 and 28,...
_12b_Purpose_of_research:_Manufacturing,ANZSIC_1_Digit,J_Information Media and Telecommunications,2020,C,,NZ Dollars (millions),12 and 15 and 28,C
_12b_Purpose_of_research:_Manufacturing,ANZSIC_1_Digit,J_Information Media and Telecommunications,2021,...,,NZ Dollars (millions),12 and 15 and 28,...
_12b_Purpose_of_research:_Manufacturing,ANZSIC_1_Digit,J_Information Media and Telecommunications,2022,3,P,NZ Dollars (millions),12 and 15 and 28,57.2
_12b_Purpose_of_research:_Manufacturing,ANZSIC_1_Digit,K_Financial and Insurance Services,2016,C,,NZ Dollars (millions),3 and 12 and 15 and 28,C
_12b_Purpose_of_research:_Manufacturing,ANZSIC_1_Digit,K_Financial and Insurance Services,2018,12,,NZ Dollars (millions),12 and 15 and 28,205.3
_12b_Purpose_of_research:_Manufacturing,ANZSIC_1_Digit,K_Financial and Insurance Services,2019,...,,NZ Dollars (millions),12 and 15 and 28,...
_12b_Purpose_of_research:_Manufacturing,ANZSIC_1_Digit,K_Financial and Insurance Services,2020,16,,NZ Dollars (millions),12 and 15 and 28,163.3
_12b_Purpose_of_research:_Manufacturing,ANZSIC_1_Digit,K_Financial and Insurance Services,2021,...,,NZ Dollars (millions),12 and 15 and 28,...
_12b_Purpose_of_research:_Manufacturing,ANZSIC_1_Digit,K_Financial and Insurance Services,2022,20,P,NZ Dollars (millions),12 and 15 and 28,144.9
_12b_Purpose_of_research:_Manufacturing,ANZSIC_1_Digit,"L_Rental, Hiring and Real Estate Services",2016,C,,NZ Dollars (millions),3 and 12 and 15 and 28,C
_12b_Purpose_of_research:_Manufacturing,ANZSIC_1_Digit,"L_Rental, Hiring and Real Estate Services",2018,4,,NZ Dollars (millions),12 and 15 and 28,173.5
_12b_Purpose_of_research:_Manufacturing,ANZSIC_1_Digit,"L_Rental, Hiring and Real Estate Services",2019,...,,NZ Dollars (millions),12 and 15 and 28,...
_12b_Purpose_of_research:_Manufacturing,ANZSIC_1_Digit,"L_Rental, Hiring and Real Estate Services",2020,2,,NZ Dollars (millions),12 and 15 and 28,128.9
_12b_Purpose_of_research:_Manufacturing,ANZSIC_1_Digit,"L_Rental, Hiring and Real Estate Services",2021,...,,NZ Dollars (millions),12 and 15 and 28,...
_12b_Purpose_of_research:_Manufacturing,ANZSIC_1_Digit,"L_Rental, Hiring and Real Estate Services",2022,6,P,NZ Dollars (millions),12 and 15 and 28,177.4
_12b_Purpose_of_research:_Manufacturing,ANZSIC_1_Digit,"M_Professional, Scientific and Technical Services",2016,122,,NZ Dollars (millions),12 and 15 and 28,7
_12b_Purpose_of_research:_Manufacturing,ANZSIC_1_Digit,"M_Professional, Scientific and Technical Services",2018,209,,NZ Dollars (millions),12 and 15 and 28,70.2
_12b_Purpose_of_research:_Manufacturing,ANZSIC_1_Digit,"M_Professional, Scientific and Technical Services",2019,...,,NZ Dollars (millions),12 and 15 and 28,...
